REFERENCE;CURRENCY;PRICE;COUNTRY
82.618.875;GBP;2.26;GB
82.618.897;GBP;14.89;GB
82.618.911;GBP;2.97;GB
82.618.922;GBP;14.89;GB
82.618.944;GBP;2.97;GB
82.618.955;GBP;2.95;GB
82.619.138;GBP;255.25;GB
82.619.617;GBP;11.57;GB
82.619.889;GBP;139.46;GB
82.619.903;GBP;200.47;GB
82.619.925;GBP;218.75;GB
82.619.947;GBP;200.47;GB
82.620.213;GBP;96.95;GB
82.620.463;GBP;15.49;GB
82.620.508;GBP;15.49;GB
82.620.521;GBP;16.10;GB
82.620.543;GBP;17.82;GB
82.620.623;GBP;7.82;GB
82.620.714;GBP;16.59;GB
82.620.736;GBP;28.60;GB
82.620.816;GBP;7.82;GB
82.620.851;GBP;35.75;GB
82.620.862;GBP;35.62;GB
82.620.873;GBP;74.41;GB
82.620.895;GBP;74.41;GB
82.620.918;GBP;74.41;GB
82.620.929;GBP;65.29;GB
82.620.931;GBP;65.29;GB
82.620.942;GBP;65.29;GB
82.620.953;GBP;65.29;GB
82.620.964;GBP;65.29;GB
82.621.216;GBP;120.79;GB
82.621.227;GBP;118.19;GB
82.621.238;GBP;120.89;GB
82.621.249;GBP;118.29;GB
82.621.262;GBP;111.09;GB
82.621.284;GBP;109.99;GB
82.621.295;GBP;186.59;GB
82.621.307;GBP;27.44;GB
82.621.444;GBP;4.29;GB
82.621.455;GBP;0.48;GB
82.621.488;GBP;5.39;GB
82.621.502;GBP;12.66;GB
82.621.535;GBP;12.66;GB
82.621.546;GBP;12.66;GB
82.621.568;GBP;18.59;GB
82.621.728;GBP;29.41;GB
82.621.832;GBP;14.89;GB
82.621.843;GBP;14.29;GB
82.621.854;GBP;14.29;GB
82.621.956;GBP;155.49;GB
82.621.967;GBP;150.89;GB
82.621.978;GBP;156.19;GB
82.622.061;GBP;75.00;GB
82.622.094;GBP;18.59;GB
82.622.106;GBP;83.49;GB
82.622.117;GBP;82.19;GB
82.622.196;GBP;156.79;GB
82.622.254;GBP;4.53;GB
82.622.323;GBP;29.87;GB
82.622.777;GBP;10.97;GB
82.623.246;GBP;173.59;GB
82.623.281;GBP;211.59;GB
82.623.372;GBP;25.08;GB
82.623.532;GBP;33.94;GB
82.624.067;GBP;36.19;GB
82.624.089;GBP;4.00;GB
82.624.091;GBP;180.49;GB
82.624.103;GBP;152.99;GB
82.624.114;GBP;153.89;GB
82.624.125;GBP;154.09;GB
82.624.592;GBP;42.89;GB
82.624.604;GBP;76.18;GB
82.624.615;GBP;79.17;GB
82.624.626;GBP;79.17;GB
82.624.637;GBP;79.17;GB
82.624.901;GBP;84.60;GB
82.625.139;GBP;2.23;GB
82.625.345;GBP;285.00;GB
82.625.549;GBP;26.19;GB
82.625.926;GBP;14.79;GB
82.626.029;GBP;49.72;GB
82.626.075;GBP;41.66;GB
82.626.086;GBP;16.10;GB
82.626.097;GBP;21.06;GB
82.626.111;GBP;12.39;GB
82.626.133;GBP;89.18;GB
82.626.144;GBP;12.39;GB
82.626.155;GBP;57.99;GB
82.626.199;GBP;4.26;GB
82.626.224;GBP;302.79;GB
82.626.246;GBP;157.75;GB
82.626.315;GBP;32.39;GB
82.626.326;GBP;33.22;GB
82.626.417;GBP;8.79;GB
82.626.452;GBP;8.99;GB
82.626.587;GBP;1770.00;GB
82.626.645;GBP;343.89;GB
82.626.678;GBP;44.26;GB
82.626.838;GBP;99.81;GB
82.626.953;GBP;27.81;GB
82.627.023;GBP;98.39;GB
82.627.034;GBP;12.29;GB
82.627.045;GBP;100.21;GB
82.627.056;GBP;8.49;GB
82.627.078;GBP;300.54;GB
82.627.089;GBP;8.61;GB
82.627.136;GBP;5.88;GB
82.627.147;GBP;5.15;GB
82.627.193;GBP;77.09;GB
82.627.205;GBP;67.99;GB
82.627.251;GBP;50.79;GB
82.627.329;GBP;42.29;GB
82.627.422;GBP;11.69;GB
82.627.568;GBP;217.46;GB
82.627.728;GBP;382.94;GB
82.627.752;GBP;11.93;GB
82.627.821;GBP;877.54;GB
82.628.334;GBP;264.09;GB
82.628.356;GBP;262.49;GB
82.628.378;GBP;76.18;GB
82.628.414;GBP;79.17;GB
82.628.436;GBP;79.17;GB
82.628.469;GBP;79.17;GB
82.628.595;GBP;31.88;GB
82.628.607;GBP;72.09;GB
82.628.618;GBP;11.54;GB
82.628.629;GBP;93.30;GB
82.628.631;GBP;5.83;GB
82.628.642;GBP;2.61;GB
82.628.675;GBP;160.00;GB
82.628.686;GBP;136.09;GB
82.628.744;GBP;26.11;GB
82.628.755;GBP;26.11;GB
82.628.777;GBP;26.11;GB
82.628.788;GBP;26.11;GB
82.629.029;GBP;78.09;GB
82.629.031;GBP;116.59;GB
82.629.042;GBP;117.39;GB
82.629.053;GBP;115.99;GB
82.629.064;GBP;44.80;GB
82.629.075;GBP;57.89;GB
82.629.199;GBP;26.96;GB
82.629.246;GBP;178.39;GB
82.629.292;GBP;16.59;GB
82.629.304;GBP;16.69;GB
82.629.326;GBP;16.69;GB
82.629.348;GBP;91.59;GB
82.629.383;GBP;8.49;GB
82.629.691;GBP;11.66;GB
82.629.714;GBP;25.09;GB
82.629.725;GBP;1.86;GB
82.629.747;GBP;137.79;GB
82.629.758;GBP;106.89;GB
82.629.769;GBP;125.29;GB
82.629.793;GBP;125.39;GB
82.630.002;GBP;159.19;GB
82.630.013;GBP;10.29;GB
82.630.092;GBP;43.75;GB
82.630.104;GBP;77.25;GB
82.630.308;GBP;19.34;GB
82.630.489;GBP;12.93;GB
82.630.547;GBP;35.19;GB
82.630.571;GBP;3.91;GB
82.630.605;GBP;45.99;GB
82.630.627;GBP;68.39;GB
82.630.651;GBP;117.89;GB
82.630.673;GBP;39.59;GB
82.630.729;GBP;147.29;GB
82.630.833;GBP;65.53;GB
82.631.211;GBP;62.59;GB
82.631.379;GBP;26.71;GB
82.631.858;GBP;143.69;GB
82.631.871;GBP;51.09;GB
82.632.087;GBP;35.09;GB
82.632.191;GBP;180.39;GB
82.632.214;GBP;105.85;GB
82.632.269;GBP;30.60;GB
82.632.338;GBP;70.13;GB
82.632.351;GBP;70.13;GB
82.632.373;GBP;70.13;GB
82.632.511;GBP;206.49;GB
82.632.657;GBP;31.50;GB
82.632.761;GBP;20.85;GB
82.632.783;GBP;22.59;GB
82.632.806;GBP;20.85;GB
82.632.828;GBP;20.85;GB
82.632.841;GBP;22.59;GB
82.632.874;GBP;20.85;GB
82.632.885;GBP;22.59;GB
82.633.137;GBP;309.44;GB
82.633.161;GBP;21.00;GB
82.633.387;GBP;39.79;GB
82.633.423;GBP;14.11;GB
82.633.434;GBP;14.11;GB
82.633.456;GBP;11.50;GB
82.633.467;GBP;11.50;GB
82.633.478;GBP;11.50;GB
82.633.489;GBP;360.69;GB
82.633.503;GBP;11.50;GB
82.633.525;GBP;11.50;GB
82.633.536;GBP;14.11;GB
82.633.547;GBP;11.50;GB
82.633.558;GBP;11.50;GB
82.633.638;GBP;18.19;GB
82.633.651;GBP;17.79;GB
82.633.673;GBP;64.89;GB
82.633.811;GBP;37.29;GB
82.634.778;GBP;20.85;GB
82.634.789;GBP;22.59;GB
82.634.803;GBP;20.85;GB
82.634.825;GBP;20.85;GB
82.634.836;GBP;22.59;GB
82.634.847;GBP;20.85;GB
82.634.858;GBP;22.59;GB
82.634.893;GBP;15.43;GB
82.634.916;GBP;174.48;GB
82.635.178;GBP;25.09;GB
82.635.189;GBP;247.19;GB
82.635.908;GBP;3.90;GB
82.636.035;GBP;27.89;GB
82.636.046;GBP;13.69;GB
82.636.593;GBP;15.59;GB
82.636.627;GBP;79.77;GB
82.636.638;GBP;115.70;GB
82.636.649;GBP;115.70;GB
82.636.651;GBP;121.30;GB
82.636.662;GBP;193.89;GB
82.636.764;GBP;20.35;GB
82.636.775;GBP;20.35;GB
82.636.786;GBP;20.35;GB
82.636.809;GBP;20.35;GB
82.636.822;GBP;20.35;GB
82.636.833;GBP;20.35;GB
82.636.855;GBP;20.35;GB
82.636.866;GBP;20.35;GB
82.636.888;GBP;20.35;GB
82.636.899;GBP;20.35;GB
82.636.902;GBP;7.50;GB
82.636.924;GBP;20.35;GB
82.636.935;GBP;20.35;GB
82.636.957;GBP;20.35;GB
82.636.979;GBP;20.35;GB
82.636.992;GBP;15.44;GB
82.637.005;GBP;16.69;GB
82.637.027;GBP;15.44;GB
82.637.038;GBP;16.69;GB
82.637.049;GBP;15.44;GB
82.637.051;GBP;15.44;GB
82.637.129;GBP;26.09;GB
82.637.175;GBP;2.24;GB
82.637.244;GBP;3.57;GB
82.637.255;GBP;3.57;GB
82.637.277;GBP;4.29;GB
82.637.299;GBP;4.29;GB
82.637.448;GBP;224.19;GB
82.637.459;GBP;289.99;GB
82.637.461;GBP;302.09;GB
82.637.472;GBP;299.59;GB
82.637.552;GBP;267.19;GB
82.637.701;GBP;66.49;GB
82.637.814;GBP;38.39;GB
82.637.927;GBP;12.69;GB
82.637.973;GBP;20.00;GB
82.638.305;GBP;30.14;GB
82.638.737;GBP;63.99;GB
82.638.921;GBP;26.53;GB
82.638.976;GBP;116.99;GB
82.639.126;GBP;12.45;GB
82.639.308;GBP;819.61;GB
82.639.319;GBP;12.89;GB
82.639.354;GBP;80.17;GB
82.639.376;GBP;394.99;GB
82.639.489;GBP;141.14;GB
82.639.582;GBP;14.86;GB
82.639.616;GBP;28.24;GB
82.639.638;GBP;36.67;GB
82.639.649;GBP;25.03;GB
82.639.673;GBP;34.49;GB
82.639.695;GBP;14.09;GB
82.639.902;GBP;42.03;GB
82.640.143;GBP;5.74;GB
82.640.336;GBP;253.53;GB
82.640.861;GBP;123.13;GB
82.640.906;GBP;123.13;GB
82.640.939;GBP;21.60;GB
82.640.985;GBP;21.60;GB
82.640.996;GBP;21.60;GB
82.641.009;GBP;21.60;GB
82.641.011;GBP;41.77;GB
82.641.022;GBP;32.69;GB
82.641.421;GBP;32.02;GB
82.641.534;GBP;36.67;GB
82.641.749;GBP;10.45;GB
82.641.818;GBP;205.79;GB
82.641.829;GBP;55.12;GB
82.642.366;GBP;41.29;GB
82.642.468;GBP;56.62;GB
82.642.652;GBP;120.09;GB
82.642.719;GBP;0.87;GB
82.642.732;GBP;227.69;GB
82.642.958;GBP;233.87;GB
82.643.165;GBP;0.59;GB
82.643.198;GBP;34.29;GB
82.643.212;GBP;326.59;GB
82.643.223;GBP;557.28;GB
82.643.245;GBP;30.07;GB
82.643.702;GBP;79.79;GB
82.643.894;GBP;15.29;GB
82.643.906;GBP;76.69;GB
82.644.226;GBP;551.47;GB
82.644.614;GBP;81.59;GB
82.645.058;GBP;239.79;GB
82.645.069;GBP;243.69;GB
82.645.071;GBP;71.79;GB
82.645.231;GBP;18.89;GB
82.645.253;GBP;24.89;GB
82.645.275;GBP;3.79;GB
82.645.311;GBP;85.69;GB
82.645.583;GBP;108.44;GB
82.645.765;GBP;25.85;GB
82.645.787;GBP;187.65;GB
82.646.041;GBP;20.45;GB
82.646.074;GBP;20.45;GB
82.646.108;GBP;20.45;GB
82.646.121;GBP;20.45;GB
82.646.234;GBP;364.40;GB
82.646.314;GBP;4.48;GB
82.646.358;GBP;5.23;GB
82.646.382;GBP;5.23;GB
82.646.405;GBP;6.87;GB
82.646.427;GBP;6.87;GB
82.646.451;GBP;6.87;GB
82.646.462;GBP;4.48;GB
82.646.484;GBP;4.48;GB
82.646.757;GBP;419.99;GB
82.646.792;GBP;104.99;GB
82.646.894;GBP;167.95;GB
82.646.906;GBP;273.59;GB
82.646.928;GBP;57.79;GB
82.646.963;GBP;23.99;GB
82.647.055;GBP;65.59;GB
82.647.727;GBP;13.09;GB
82.647.773;GBP;17.89;GB
82.648.309;GBP;121.29;GB
82.648.322;GBP;22.66;GB
82.648.333;GBP;21.59;GB
82.648.344;GBP;22.66;GB
82.648.355;GBP;21.59;GB
82.648.366;GBP;22.66;GB
82.648.377;GBP;21.59;GB
82.648.388;GBP;103.29;GB
82.648.413;GBP;22.66;GB
82.648.424;GBP;22.66;GB
82.648.435;GBP;21.59;GB
82.648.446;GBP;22.66;GB
82.648.457;GBP;21.59;GB
82.648.468;GBP;22.66;GB
82.648.479;GBP;21.59;GB
82.648.481;GBP;22.66;GB
82.648.492;GBP;21.59;GB
82.648.903;GBP;22.39;GB
82.648.936;GBP;547.99;GB
82.649.006;GBP;17.05;GB
82.649.017;GBP;17.05;GB
82.649.039;GBP;17.05;GB
82.649.041;GBP;8.56;GB
82.649.121;GBP;90.16;GB
82.649.198;GBP;23.69;GB
82.649.256;GBP;13.99;GB
82.649.518;GBP;8.69;GB
82.649.529;GBP;8.39;GB
82.649.542;GBP;8.39;GB
82.649.553;GBP;8.39;GB
82.649.622;GBP;1.47;GB
82.649.702;GBP;18.27;GB
82.649.815;GBP;24.45;GB
82.649.883;GBP;2993.96;GB
82.649.906;GBP;47.54;GB
82.649.985;GBP;27.19;GB
82.650.012;GBP;602.05;GB
82.650.637;GBP;27.29;GB
82.650.763;GBP;5.09;GB
82.650.774;GBP;2.97;GB
82.650.821;GBP;16.91;GB
82.650.967;GBP;17.39;GB
82.650.991;GBP;13.19;GB
82.651.015;GBP;13.19;GB
82.651.026;GBP;13.09;GB
82.651.037;GBP;13.19;GB
82.651.048;GBP;70.69;GB
82.651.061;GBP;28.79;GB
82.651.072;GBP;24.19;GB
82.651.094;GBP;22.09;GB
82.651.128;GBP;22.19;GB
82.651.139;GBP;21.99;GB
82.651.163;GBP;33.68;GB
82.651.219;GBP;14.43;GB
82.651.221;GBP;128.39;GB
82.651.232;GBP;22.66;GB
82.651.414;GBP;59.79;GB
82.651.562;GBP;45.90;GB
82.651.629;GBP;322.14;GB
82.651.642;GBP;939.74;GB
82.651.653;GBP;1372.87;GB
82.651.664;GBP;1430.20;GB
82.651.733;GBP;92.11;GB
82.651.755;GBP;92.11;GB
82.651.961;GBP;29.59;GB
82.651.972;GBP;6.90;GB
82.651.983;GBP;12.66;GB
82.651.994;GBP;49.79;GB
82.652.029;GBP;7.94;GB
82.652.042;GBP;9.13;GB
82.652.064;GBP;115.81;GB
82.652.109;GBP;111.41;GB
82.652.133;GBP;5.78;GB
82.652.155;GBP;51.85;GB
82.652.428;GBP;53.69;GB
82.652.441;GBP;46.39;GB
82.652.452;GBP;200.00;GB
82.652.463;GBP;32.39;GB
82.652.496;GBP;21.99;GB
82.652.521;GBP;149.59;GB
82.652.623;GBP;25.47;GB
82.652.634;GBP;21.89;GB
82.652.703;GBP;14.20;GB
82.652.862;GBP;33.49;GB
82.653.001;GBP;8.49;GB
82.653.012;GBP;286.76;GB
82.653.023;GBP;345.59;GB
82.653.034;GBP;433.82;GB
82.653.056;GBP;183.82;GB
82.653.182;GBP;39.15;GB
82.653.205;GBP;158.39;GB
82.653.249;GBP;283.09;GB
82.653.364;GBP;11.69;GB
82.653.397;GBP;2426.47;GB
82.653.409;GBP;227.94;GB
82.653.411;GBP;201.56;GB
82.653.546;GBP;44.46;GB
82.653.659;GBP;8.92;GB
82.653.763;GBP;43.29;GB
82.653.796;GBP;67.79;GB
82.653.967;GBP;50.88;GB
82.654.061;GBP;57.19;GB
82.654.243;GBP;9.79;GB
82.654.323;GBP;36.67;GB
82.654.414;GBP;0.69;GB
82.654.458;GBP;37.29;GB
82.654.516;GBP;23.69;GB
82.655.166;GBP;49.50;GB
82.655.177;GBP;25.67;GB
82.655.532;GBP;9.19;GB
82.655.601;GBP;47.29;GB
82.655.623;GBP;55.79;GB
82.655.691;GBP;6.55;GB
82.655.725;GBP;4.09;GB
82.655.736;GBP;154.41;GB
82.655.747;GBP;18.27;GB
82.655.769;GBP;14.11;GB
82.655.771;GBP;63.79;GB
82.655.793;GBP;26.69;GB
82.655.805;GBP;445.89;GB
82.655.838;GBP;94.89;GB
82.655.918;GBP;133.79;GB
82.656.056;GBP;21.73;GB
82.656.342;GBP;127.89;GB
82.656.661;GBP;86.72;GB
82.656.717;GBP;53.06;GB
82.656.728;GBP;14.09;GB
82.656.752;GBP;231.81;GB
82.656.887;GBP;15.19;GB
82.656.901;GBP;185.69;GB
82.656.912;GBP;436.19;GB
82.657.185;GBP;9.49;GB
82.657.389;GBP;0.06;GB
82.657.391;GBP;0.06;GB
82.657.664;GBP;49.39;GB
82.657.948;GBP;60.59;GB
82.658.042;GBP;31.39;GB
82.658.053;GBP;30.79;GB
82.658.064;GBP;31.59;GB
82.658.086;GBP;32.49;GB
82.658.111;GBP;31.99;GB
82.658.122;GBP;32.09;GB
82.658.133;GBP;4.39;GB
82.658.166;GBP;198.57;GB
82.658.213;GBP;143.62;GB
82.658.246;GBP;198.57;GB
82.658.257;GBP;198.57;GB
82.658.281;GBP;59.94;GB
82.658.326;GBP;374.13;GB
82.658.439;GBP;2.09;GB
82.658.452;GBP;23.49;GB
82.658.565;GBP;34.59;GB
82.658.634;GBP;154.89;GB
82.658.758;GBP;23.10;GB
82.658.782;GBP;55.08;GB
82.658.805;GBP;9.64;GB
82.658.849;GBP;136.45;GB
82.659.397;GBP;65.76;GB
82.659.898;GBP;125.00;GB
82.659.901;GBP;106.70;GB
82.660.005;GBP;55.61;GB
82.660.027;GBP;98.47;GB
82.660.038;GBP;180.46;GB
82.660.255;GBP;7.69;GB
82.660.299;GBP;35.02;GB
82.660.528;GBP;42.41;GB
82.660.619;GBP;0.54;GB
82.660.701;GBP;858.52;GB
82.660.723;GBP;62.54;GB
82.660.745;GBP;48.11;GB
82.661.021;GBP;13.66;GB
82.661.032;GBP;64.42;GB
82.661.145;GBP;2.92;GB
82.661.167;GBP;19.39;GB
82.661.203;GBP;14.12;GB
82.661.646;GBP;20.73;GB
82.661.657;GBP;40.40;GB
82.661.679;GBP;197.67;GB
82.661.761;GBP;102.75;GB
82.662.423;GBP;53.19;GB
82.662.445;GBP;54.71;GB
82.663.005;GBP;137.42;GB
82.663.483;GBP;270.15;GB
82.663.506;GBP;270.15;GB
82.663.517;GBP;36.69;GB
82.663.539;GBP;251.29;GB
82.663.563;GBP;142.86;GB
82.663.608;GBP;35.39;GB
82.663.789;GBP;11.25;GB
82.663.825;GBP;11.25;GB
82.663.847;GBP;11.25;GB
82.663.871;GBP;11.25;GB
82.664.395;GBP;36.62;GB
82.664.429;GBP;37.06;GB
82.664.464;GBP;23.01;GB
82.664.475;GBP;33.20;GB
82.664.486;GBP;34.95;GB
82.664.783;GBP;5.59;GB
82.664.885;GBP;318.82;GB
82.664.896;GBP;608.09;GB
82.664.921;GBP;16.09;GB
82.664.932;GBP;10.29;GB
82.664.943;GBP;14.05;GB
82.664.965;GBP;10.09;GB
82.664.976;GBP;10.29;GB
82.664.987;GBP;14.05;GB
82.665.092;GBP;9.59;GB
82.665.148;GBP;18.78;GB
82.665.159;GBP;359.99;GB
82.665.161;GBP;425.00;GB
82.665.263;GBP;86.84;GB
82.665.285;GBP;28.36;GB
82.665.503;GBP;15.63;GB
82.665.569;GBP;72.51;GB
82.665.571;GBP;72.51;GB
82.665.616;GBP;72.51;GB
82.665.627;GBP;72.51;GB
82.665.855;GBP;4.86;GB
82.665.866;GBP;63.46;GB
82.665.968;GBP;21.60;GB
82.666.255;GBP;21.09;GB
82.666.302;GBP;127.39;GB
82.666.643;GBP;51.03;GB
82.666.654;GBP;44.19;GB
82.666.723;GBP;299.00;GB
82.666.734;GBP;189.00;GB
82.667.123;GBP;33.09;GB
82.667.167;GBP;69.55;GB
82.667.178;GBP;136.16;GB
82.667.191;GBP;19.55;GB
82.667.338;GBP;19.32;GB
82.667.362;GBP;43.91;GB
82.667.373;GBP;65.87;GB
82.667.475;GBP;27.69;GB
82.667.896;GBP;26.79;GB
82.667.998;GBP;5.36;GB
82.668.024;GBP;5.36;GB
82.668.057;GBP;5.36;GB
82.668.194;GBP;108.24;GB
82.668.217;GBP;108.24;GB
82.668.239;GBP;108.24;GB
82.668.332;GBP;15.77;GB
82.668.354;GBP;16.39;GB
82.668.376;GBP;16.39;GB
82.668.387;GBP;16.69;GB
82.668.398;GBP;16.69;GB
82.668.401;GBP;14.99;GB
82.668.412;GBP;324.93;GB
82.668.423;GBP;1315.57;GB
82.668.434;GBP;214.07;GB
82.668.525;GBP;26.98;GB
82.668.616;GBP;29.41;GB
82.668.731;GBP;927.31;GB
82.668.742;GBP;93.83;GB
82.669.073;GBP;9.84;GB
82.669.186;GBP;66.70;GB
82.669.209;GBP;74.77;GB
82.669.448;GBP;16.49;GB
82.669.541;GBP;7.24;GB
82.669.552;GBP;7.24;GB
82.669.563;GBP;12.07;GB
82.669.574;GBP;7.32;GB
82.669.585;GBP;7.68;GB
82.669.608;GBP;7.24;GB
82.669.619;GBP;8.48;GB
82.669.632;GBP;22.13;GB
82.670.044;GBP;47.27;GB
82.670.124;GBP;30.60;GB
82.670.168;GBP;2.94;GB
82.670.181;GBP;40.75;GB
82.670.192;GBP;46.99;GB
82.670.339;GBP;22.07;GB
82.670.341;GBP;17.69;GB
82.670.419;GBP;540.21;GB
82.670.421;GBP;28.71;GB
82.670.534;GBP;1.07;GB
82.670.545;GBP;58.52;GB
82.670.567;GBP;1.07;GB
82.670.829;GBP;10.27;GB
82.671.058;GBP;33.60;GB
82.671.082;GBP;339.94;GB
82.671.105;GBP;325.82;GB
82.671.127;GBP;65.76;GB
82.671.173;GBP;53.36;GB
82.671.207;GBP;75.54;GB
82.671.253;GBP;29.43;GB
82.671.344;GBP;10051.19;GB
82.671.479;GBP;14.63;GB
82.671.481;GBP;12.26;GB
82.671.526;GBP;2.99;GB
82.671.639;GBP;6.15;GB
82.671.765;GBP;80.88;GB
82.671.776;GBP;74.41;GB
82.671.823;GBP;13.53;GB
82.671.947;GBP;30.59;GB
82.672.121;GBP;30.13;GB
82.672.143;GBP;4.37;GB
82.672.198;GBP;200.00;GB
82.672.201;GBP;180.00;GB
82.672.245;GBP;30.33;GB
82.672.553;GBP;8.59;GB
82.672.611;GBP;119.49;GB
82.672.872;GBP;55.88;GB
82.673.055;GBP;9.99;GB
82.673.066;GBP;18.39;GB
82.673.102;GBP;8.48;GB
82.673.124;GBP;19.99;GB
82.673.157;GBP;19.99;GB
82.673.168;GBP;19.99;GB
82.673.421;GBP;2025.40;GB
82.673.545;GBP;31.96;GB
82.673.625;GBP;79.65;GB
82.673.829;GBP;305.59;GB
82.673.853;GBP;38.17;GB
82.673.864;GBP;80.00;GB
82.673.875;GBP;38.17;GB
82.673.897;GBP;40.00;GB
82.674.025;GBP;22.19;GB
82.674.264;GBP;37.42;GB
82.674.399;GBP;32.99;GB
82.674.446;GBP;28.03;GB
82.674.628;GBP;5.94;GB
82.674.641;GBP;581.03;GB
82.674.685;GBP;1926.50;GB
82.675.165;GBP;0.96;GB
82.675.176;GBP;16.15;GB
82.675.201;GBP;655.59;GB
82.675.234;GBP;86.48;GB
82.675.245;GBP;86.48;GB
82.675.256;GBP;86.48;GB
82.676.988;GBP;123.19;GB
82.677.184;GBP;241.18;GB
82.677.399;GBP;55.80;GB
82.677.435;GBP;8000.00;GB
82.677.663;GBP;13.67;GB
82.677.878;GBP;27.76;GB
82.678.314;GBP;14.09;GB
82.678.393;GBP;6.81;GB
82.678.438;GBP;10.69;GB
82.678.529;GBP;240.89;GB
82.678.531;GBP;371.09;GB
82.678.542;GBP;374.69;GB
82.678.553;GBP;374.79;GB
82.678.575;GBP;25.06;GB
82.678.586;GBP;224.19;GB
82.678.609;GBP;35.79;GB
82.678.611;GBP;299.59;GB
82.678.622;GBP;302.09;GB
82.678.633;GBP;36.72;GB
82.678.644;GBP;11.17;GB
82.678.655;GBP;289.99;GB
82.678.666;GBP;36.72;GB
82.678.677;GBP;36.72;GB
82.678.688;GBP;36.72;GB
82.678.699;GBP;36.72;GB
82.678.713;GBP;248.53;GB
82.678.735;GBP;13.24;GB
82.678.746;GBP;44.12;GB
82.678.757;GBP;21.91;GB
82.678.928;GBP;43.19;GB
82.679.272;GBP;9.40;GB
82.679.454;GBP;6.81;GB
82.679.465;GBP;6.81;GB
82.679.658;GBP;48.76;GB
82.679.671;GBP;144.78;GB
82.679.966;GBP;1.49;GB
82.680.356;GBP;53.49;GB
82.680.389;GBP;2.94;GB
82.680.391;GBP;450.69;GB
82.680.403;GBP;664.89;GB
82.680.414;GBP;1765.69;GB
82.680.482;GBP;1.25;GB
82.680.584;GBP;5.21;GB
82.680.595;GBP;5.21;GB
82.680.607;GBP;5.21;GB
82.680.618;GBP;5.21;GB
82.680.631;GBP;5.21;GB
82.680.697;GBP;332.39;GB
82.680.926;GBP;31.29;GB
82.680.961;GBP;24.89;GB
82.680.994;GBP;25.59;GB
82.681.018;GBP;25.59;GB
82.681.029;GBP;23.79;GB
82.681.031;GBP;31.29;GB
82.681.053;GBP;25.59;GB
82.681.064;GBP;25.99;GB
82.681.257;GBP;74.59;GB
82.681.281;GBP;86.27;GB
82.681.383;GBP;372.62;GB
82.681.394;GBP;132.89;GB
82.681.485;GBP;71.69;GB
82.681.496;GBP;130.98;GB
82.681.576;GBP;29.59;GB
82.681.725;GBP;126.79;GB
82.681.736;GBP;74.99;GB
82.681.851;GBP;41.41;GB
82.681.942;GBP;311.58;GB
82.682.091;GBP;111.57;GB
82.682.205;GBP;141.79;GB
82.682.216;GBP;82.69;GB
82.683.061;GBP;56.57;GB
82.683.538;GBP;11.59;GB
82.683.562;GBP;4.39;GB
82.683.664;GBP;13.09;GB
82.683.686;GBP;44.90;GB
82.683.777;GBP;164.69;GB
82.683.972;GBP;89.49;GB
82.683.994;GBP;58.16;GB
82.684.202;GBP;5.36;GB
82.684.246;GBP;5.36;GB
82.684.279;GBP;29.85;GB
82.684.292;GBP;5.36;GB
82.684.359;GBP;5.36;GB
82.684.372;GBP;38.17;GB
82.684.441;GBP;38.17;GB
82.684.623;GBP;20.90;GB
82.684.725;GBP;338.24;GB
82.685.001;GBP;286.17;GB
82.685.012;GBP;293.65;GB
82.685.023;GBP;293.65;GB
82.685.034;GBP;293.65;GB
82.685.056;GBP;6.81;GB
82.685.067;GBP;6.81;GB
82.685.103;GBP;452.57;GB
82.685.205;GBP;185.99;GB
82.685.342;GBP;20.88;GB
82.685.397;GBP;153.88;GB
82.685.455;GBP;20.19;GB
82.685.604;GBP;464.29;GB
82.685.615;GBP;382.35;GB
82.685.659;GBP;32.69;GB
82.685.661;GBP;40.94;GB
82.685.672;GBP;35.99;GB
82.686.106;GBP;21.09;GB
82.686.128;GBP;15.79;GB
82.686.196;GBP;19.73;GB
82.686.232;GBP;18.16;GB
82.686.243;GBP;18.16;GB
82.686.254;GBP;18.16;GB
82.686.276;GBP;18.16;GB
82.686.298;GBP;18.16;GB
82.686.356;GBP;58.33;GB
82.686.389;GBP;21.12;GB
82.686.391;GBP;133.79;GB
82.686.469;GBP;116.40;GB
82.686.573;GBP;264.71;GB
82.687.587;GBP;242.65;GB
82.687.703;GBP;16.59;GB
82.687.997;GBP;6.83;GB
82.688.331;GBP;271.59;GB
82.688.752;GBP;34.19;GB
82.688.991;GBP;162.43;GB
82.689.061;GBP;90.29;GB
82.689.469;GBP;7.63;GB
82.689.755;GBP;61.40;GB
82.689.799;GBP;75.49;GB
82.689.813;GBP;22.20;GB
82.689.846;GBP;123.94;GB
82.690.522;GBP;298.04;GB
82.690.533;GBP;33.99;GB
82.690.692;GBP;125.32;GB
82.690.772;GBP;13.10;GB
82.690.965;GBP;38.28;GB
82.691.228;GBP;14.98;GB
82.691.387;GBP;115.58;GB
82.691.398;GBP;118.62;GB
82.691.401;GBP;125.32;GB
82.691.651;GBP;57.68;GB
82.691.729;GBP;139.94;GB
82.691.731;GBP;122.34;GB
82.691.764;GBP;76.03;GB
82.691.888;GBP;23.59;GB
82.692.073;GBP;3.65;GB
82.692.095;GBP;1027.41;GB
82.692.324;GBP;2617.85;GB
82.692.335;GBP;1396.24;GB
82.692.346;GBP;104.70;GB
